title,company,company_link,company_logo,location,job_link,employment_details,employment_pay,description_list,employment_skills,date_posted,date_updated,scraped_at
 Embedded Software Engineer , Actalent Engineering ,https://www.dice.com/company/91126956?companyname=ActalentEngineering,https://cdn.filestackcontent.com/QFaWgXgT1a8bl8Z4SsA8," Linthicum Heights, MD, USA ",https://www.dice.com/job-detail/bdd1c2cf-59a3-4a72-8527-3b3b990240fb,Full Time,,"- Hiring diverse talent- Maintaining an inclusive environment through persistent self-reflection- Building a culture of care, engagement, and recognition with clear outcomes- Ensuring growth opportunities for our people
","Linux,Signal processing,Science,Kubernetes,Operating systems,Network,Coverity,Embedded C,Device drivers,Embedded software,Electronic warfare,Radar,Embedded systems,Atlassian,C,Optimization,Application development,Microsoft Visual Studio,MATLAB,Specification,C++,VxWorks,Reporting,Brand,Sensors,Middleware,Innovation,Security clearance,Real-time,Agile,Design,Recruiting",Posted 3 hours ago,Updated Never,2023-12-18 23:50:10
 Mainframe Software Engineer Senior , FIS ,https://www.dice.com/company/RTX1d8578?companyname=FIS,https://cdn.filestackcontent.com/DKgl2bTTA3maTfcl1ugc," Cincinnati, OH, USA ",https://www.dice.com/job-detail/eb6d706f-1684-48b6-a2da-5d9bafe85b1b,Full Time,,,"COBOL,ADA,Banking,Privacy,IMPACT,Finance,SAP BASIS,Recruiting,Management,EEO,Software development,Sequence diagrams,Computer science,End-user training,Mainframe,Sales,Innovation,Computer engineering,Debugging,Training and development,Systems engineering,Law,Specification,Software design,Fluency,Operations,Sourcing,Training",Posted 20 hours ago,Updated Never,2023-12-18 23:50:10
 Software Engineer Specialist , FIS ,https://www.dice.com/company/RTX1d8578?companyname=FIS,https://cdn.filestackcontent.com/DKgl2bTTA3maTfcl1ugc," Jacksonville, FL, USA ",https://www.dice.com/job-detail/e960c245-8829-4ea0-b82b-c09179d90a6f,Full Time,,,"Software development,Purchasing,Computer networking,Algorithms,Sourcing,Offshoring,Debugging,Design,Feasibility study,Systems architecture,Compilers,Design patterns,Unix,Sales,Roadmaps,Storage,Adobe Certified Expert,Computer engineering,Business process,Library,Database security,Network,Computer science,EEO,Business requirements,Open source,End-user training,Testing,Writing,GDB,Systems design,Law,Specification,Systems engineering,Use cases,Systems management,Apache Xerces,Programming languages,Evaluation,Middleware,Product management,Microsoft Windows,GNU Compiler Collection,Privacy,Product development,Post-production,Recruiting,Leadership,Valgrind,Sequence diagrams,Management,Budget,Customer support,C++,Policies,Telecommuting,SAP BASIS,Internet,Software design,Presentations,Estimating,Waterfall,Documentation,ADA,Conceptual design",Posted 20 hours ago,Updated Never,2023-12-18 23:50:10
 AWS Cloud Software Engineer , FIS ,https://www.dice.com/company/RTX1d8578?companyname=FIS,https://cdn.filestackcontent.com/DKgl2bTTA3maTfcl1ugc," Boston, MA, USA ",https://www.dice.com/job-detail/fbff13b1-d7a5-471b-a766-35840606df96,Full Time,,"- RHEL/Linux/Unix- Scrum- SAFe- Continuous Integration- Continuous Delivery- Docker, Kubernetes- VMWare ESX- Terraform, Packer, Puppet- Microservice deployment or development
","ADA,SAFE,Continuous delivery,continuous integration and development,Linux,Docker,Banking,Privacy,IMPACT,Finance,Red Hat Enterprise Linux,SAP BASIS,Recruiting,Terraform,Kubernetes,Management,EEO,Software development,SaaS,Sequence diagrams,Computer science,End-user training,VMware ESX,Cloud computing,Sales,Continuous integration,Innovation,Computer engineering,Unix,Microservices,Debugging,Training and development,Systems engineering,Puppet,Law,Specification,Software design,Amazon Web Services,Scrum,Fluency,Operations,Sourcing,Software deployment,Training",Posted 20 hours ago,Updated Never,2023-12-18 23:50:10
 Senior Software Engineer , Fidelity Investments ,https://www.dice.com/company/RTX1d8578?companyname=FidelityInvestments,https://cdn.filestackcontent.com/RGLFvMxUT0KQkowdBjlh," Durham, NC, USA ",https://www.dice.com/job-detail/bbb265a8-389c-45a8-abb8-49904ab4dcd2,Full Time,,"- Bachelor's or master's degree in a technology related field like Computer Science or Engineering with 6+ years of experience.- Proficiency with AtScale virtualization tool, building semantic layer and cubes- 4+ years of experience in building semantic layer with Analytical tools (SAP Business Objects Universe, Oracle RPD) or other reporting tools- ETL experience with proficiency in data transformation using applications like (Python, Informatica) is desirable- Knowledge on how to build data structure suitable for Analytics and visualization is highly desirable- Understand the concept of star schema and knowledge of how data model works is desirable- Familiarity with building visualization with one or more tools like (Tableau, Power BI)- Advanced SQL knowledge and experience working with snowflake database- Hands-on experience on SQL query optimization and tuning to improve performance is desirable- Responsible for adherence to standards and controls, data quality, problem management, and change management requests- Experience with scheduling tool and willing to participate on weekend on call rotation- Experience in Agile methodologies (Kanban and SCRUM) is a plus.
- Sound understanding of the software development process including analysis, design, coding, system and user testing, problem resolution and planning.- Strong analytical skills and ability to tackle issues and work through ambiguous situations by making timely decisions based on facts, knowledge, experience and judgment.- Good interpersonal and client-handling skills with the ability to handle expectations and explain technical detail. Consistent track record to multitask, prioritizes tasks, and quickly adjusts in a constantly evolving environment.- Collaborate with business and technology groups and should be able to present formal and informal presentations in various settings: one-on-one, small, and large groups, with peers, and senior management.- Ability to navigate organizationally to accomplish tasks and work on multiple efforts simultaneously and ability to work with multi-functional teams located across geographies.- Excellent conflict management and negotiation skills; eager to learn and continuously develop personal and technical capabilities.- High level of dedication, initiative, vision, passion and professional approach to time, costs, and deadlines.- Ability to handle production issues with accuracy and attention to detail; a methodical, investigative, and inquisitive mind; together with creative abilities.- Design robust batch and streaming programs and adhering to standards and best-practices for these databases.- Enjoy analyzing data, identifying gaps, issues, patterns, and trends and can analyze application dependencies and conduct impact assessment of changes.
","Python,Data modeling,Data structure,IMPACT,Presentations,Scrum,Software development methodology,Microsoft Power BI,Optimization,Analytical skill,Database,Business intelligence,Visualization,Transformation,Collaboration,RPD,Extract,transform,load,Law,Universe,Multitasking,Informatica,Tableau,Brokerage,Systems analysis/design,Star schema,Agile,Conflict resolution,Problem solving,Technical Support,Usability testing,Cubes,Change management,Design,Software development,Negotiations,Microsoft SSRS,Virtualization,Creativity,Investments,Business Objects,Scheduling,Planning,Reporting,Semantics,Data quality,Onshore,Kanban,Finance,Streaming,Documentation,A+,Production support,Attention to detail,Snow flake schema,Oracle,SQL,Screening,Data,Problem management,Analytics,Management,Honesty,Computer science,Dimensional modeling",Posted 20 hours ago, - Updated moments ago ,2023-12-18 23:50:10
" Software Engineer, Preparedness ", OpenAI ,https://www.dice.com/company/91138211?companyname=OpenAI,https://cdn.filestackcontent.com/X7xekVSDRDuOaOnL91SG," San Francisco, CA, USA ",https://www.dice.com/job-detail/59455ab1-0d1a-457b-b02b-73f8cf80ce4b,Full Time,"USD 200,000.00 - 385,000.00 per year","- Help build (and then continuously refine) evaluations of frontier AI models that assess the extent of identified risks, using the latest research on capability elicitation- Design and build infrastructure, systems and processes that can support these kinds of evaluations, and scalably track their results- Work closely with other teams to incorporate monitoring of real-world misuse risks into our evaluation processes- Create lightweight full-stack applications to help demonstrate our results to external audiences
- Able to operate effectively in a dynamic and extremely fast-paced research environment- Able to scope and deliver projects end-to-end- A builder who can get things done
- A good understanding of the (nuances of) societal aspects of AI deployment- An ability to work cross-functionally- A humble attitude, an eagerness to help your colleagues, and a desire to do whatever it takes to make the team succeed.- Excellent communication skills
- Medical, dental, and vision insurance for you and your family- Mental health and wellness support- 401(k) plan with 4% matching- Unlimited time off and 18+ company holidays per year- Paid parental leave (20 weeks) and family-planning support- Annual learning & development stipend ($1,500 per year)
","Expect,Planning,Software deployment,Design,USD,Spectrum,Training and development,Insurance,Research,Policies,Partnership,Privacy,Communication,Evaluation,IMPACT,SAP BASIS,Artificial intelligence",Posted 3 hours ago,Updated Never,2023-12-18 23:50:10
 Full Stack Software Engineer , Selby Jennings ,https://www.dice.com/company/90922487?companyname=SelbyJennings,https://cdn.filestackcontent.com/zgQmH6SeQaiJZcokZz3L," Manhattan, KS, USA ",https://www.dice.com/job-detail/feb644fa-bce2-447b-9fac-cd1b6526ef07,Full Time,,"- You'll be responsible for small and large projects, some tactical, others strategic, that directly impact our business- Contribute value across our entire stack: cloud computing, distributed computing, data management, advanced financial analytics, sophisticated data visualization, and web applications- Work alongside team members to provide input on research and product development roadmaps- You will also have the opportunity to receive training on their tech stack as well as financial analytics
- At least 3 years of experience using Python, Angular and/or React with either a financial institution or big tech firm- Strong academic degree in computer science or higher- Experience working in a collaborative and fast paced environment
- Competitive compensation + bonus- Insurance (Medical/Dental/Vision)- 401(k) with company contributions- PTO & Holidays- Life Insurance & LTD- Parental leave- Commuter benefits
","Research and development,IMPACT,Distributed computing,Product development,Life insurance,Financial software,Analytics,Insurance,Python,Computer science,Cloud computing,Training,Web applications,Leadership,React.js,AngularJS,Data,Research,Data Visualization,Finance,Critical thinking,Roadmaps,Data management",Posted 13 hours ago, - Updated 12 hours ago ,2023-12-18 23:50:09
 Software Engineer Senior , FIS ,https://www.dice.com/company/RTX1d8578?companyname=FIS,https://cdn.filestackcontent.com/DKgl2bTTA3maTfcl1ugc," Jacksonville, FL, USA ",https://www.dice.com/job-detail/3f315c41-0d34-4469-bd00-9846f3e6ac02,Full Time,,,"Software development,Snow flake schema,CMM,Sourcing,SQL,Debugging,Amazon Web Services,Design,System requirements,Information Technology,Data storage,Technical drafting,Design patterns,Sales,Storage,Computer engineering,Business process,Database security,Network,Computer science,Data warehouse,EEO,Business requirements,Stored procedures,End-user training,Testing,Writing,Law,Customer facing,Specification,Systems engineering,Use cases,Systems management,Data,Programming languages,Middleware,Privacy,Recruiting,Database,Sequence diagrams,Management,Budget,Business intelligence,Six Sigma,Policies,Telecommuting,SAP BASIS,Internet,Software design,Presentations,Transformation,Waterfall,Documentation,ADA,Conceptual design,Oracle,EMC GreenPlum",Posted 20 hours ago,Updated Never,2023-12-18 23:50:09
 iOS Software Engineer II ," ATR International, Inc. ","https://www.dice.com/company/10117022A?companyname=ATRInternational,Inc.",https://cdn.filestackcontent.com/DKgl2bTTA3maTfcl1ugc," Cary, NC, USA ",https://www.dice.com/job-detail/fc7c509e-7cbd-4b68-82c3-905b306c1dbf,Full Time,,,"Accessibility,Research,Swift,Design,UI,Operations,Privacy,Multitasking,Writing,OS X,Translation,Prototyping,iOS development,Problem solving,Documentation,Organized,UIKit,Specification,Objective-C,Shipping,Management,Creativity,Software design,Automated testing,Software engineering,Partnership",Posted 3 hours ago,Updated Never,2023-12-18 23:50:09
 Software Engineer Senior , FIS ,https://www.dice.com/company/RTX1d8578?companyname=FIS,https://cdn.filestackcontent.com/DKgl2bTTA3maTfcl1ugc," Owings Mills, MD, USA ",https://www.dice.com/job-detail/882cde34-ce59-4ba0-b07f-d9795638fcd9,Full Time,,,"Test cases,Purchasing,Software development,ERwin,IBM DB2,Sourcing,Debugging,Design,System requirements,Modeling,Agile,Sales,Computer engineering,MicroStrategy,Microsoft SQL Server,Qlik Sense,Dashboard,Computer science,EEO,Business requirements,End-user training,Testing,Semantics,Law,Customer facing,Specification,Data Analysis,Data,Programming languages,Documentation,BI architecture,Product management,Privacy,Recruiting,Data modeling,Management,Budget,Business intelligence,Tableau,Policies,Telecommuting,SAP BASIS,Internet,Software design,Presentations,Predictive analytics,ADA,Conceptual design,Oracle",Posted 20 hours ago,Updated Never,2023-12-18 23:50:09
 Embedded Software Engineer , Actalent Engineering ,https://www.dice.com/company/91126956?companyname=ActalentEngineering,https://cdn.filestackcontent.com/QFaWgXgT1a8bl8Z4SsA8," Horsham, PA, USA ",https://www.dice.com/job-detail/e060c128-8681-431f-b530-6312e16b8913,Full Time,,"- Hiring diverse talent- Maintaining an inclusive environment through persistent self-reflection- Building a culture of care, engagement, and recognition with clear outcomes- Ensuring growth opportunities for our people
","Computer science,Leadership,Recruiting,OER,Electrical engineering,Design,Embedded software,Satellite,C++,Network,Data conversion,Science,Version control,IDE,A+,Innovation,Distribution,Aerospace,C,Data acquisition,Communication,Embedded systems,Qt,Brand,Embedded C",Posted 3 hours ago,Updated Never,2023-12-18 23:50:09
 Software Engineer II , FIS ,https://www.dice.com/company/RTX1d8578?companyname=FIS,https://cdn.filestackcontent.com/DKgl2bTTA3maTfcl1ugc," Jacksonville, FL, USA ",https://www.dice.com/job-detail/570136d3-3b40-4854-aa78-daed116b7b3d,Full Time,,,"ADA,Budget,System requirements,Computer hardware,OLTP,Integration testing,SAP BASIS,Product management,RESTful,Recruiting,C#,Management,Documentation,EEO,Software development,Sequence diagrams,Computer science,Presentations,Microsoft Azure,Internet,End-user training,Cloud computing,.NET,Sales,Design,Computer engineering,Microservices,Telecommuting,Purchasing,ICC,Debugging,Systems engineering,Writing,Multithreading,Conceptual design,Law,Policies,Specification,EMV,Testing,Software design,Privacy,Programming languages,Sourcing,Business requirements",Posted 20 hours ago,Updated Never,2023-12-18 23:50:09
 Software Engineer Intern , S&amp;P Global ,https://www.dice.com/company/90922487?companyname=S&amp;PGlobal,https://cdn.filestackcontent.com/zgQmH6SeQaiJZcokZz3L," New York, NY, USA ",https://www.dice.com/job-detail/4202096e-4874-4287-810b-d6559b9f9545,Full Time,USD 25.00 - 30.00 per hour,"- Collaborating with teammates during technical designs and planning- Learn and adopt SAFE software development practices as part of our SDLC
- Participate in team test coverage reviews and trainings- Demo completed work to stakeholders- Develop functionality for world renowned SaaS platforms within multi-functional Agile team- Build solutions architecture, algorithms, and designs for solutions that scale to the customer's enterprise/global requirements- Collaborate with colleagues in design, product management, and systems architecture to develop solutions and bring great ideas to life
- Researching and evaluating proposed digital security and business solutions for adherence
- Working towards a Bachelors degree in a technical field of study in Engineering, Computer Science, Computer Engineering, Management Information Systems, or IT- Fully matriculated students with anticipated graduation date in Fall 2024 or Spring 2025- Demonstrated passion or interest in one or more of our key industries- Excellent communication skills- Strong critical thinking and problem-solving skills- An aptitude to learn and adapt quickly in a rapidly changing environment- Intellectual curiosity and desire to learn new things, techniques, and technologies- The ability to build strong working relationships in a collaborative setting
- Experience with AWS or Cloud technologies- Working knowledge of C#
","Jersey,IMPACT,Systems architecture,Software development methodology,SaaS,Problem solving,Product demonstration,Governance,Military,Productivity,Algorithms,Planning,Innovation,Collaboration,Computer science,SAFE,Management information systems,Amazon Web Services,Cloud computing,Training,Product management,Law,Software development,Computer engineering,Leadership,Spring Framework,Employee engagement,Computer networking,Data,Demonstrations,Research,Solution architecture,IT strategy,Critical thinking,C#,Agile,Adaptability,FOCUS,Design,Communication,Decision-making,Sales,EEO",Posted 13 hours ago, - Updated 12 hours ago ,2023-12-18 23:50:08
 Senior Software Engineer , Actalent Engineering ,https://www.dice.com/company/91126956?companyname=ActalentEngineering,https://cdn.filestackcontent.com/QFaWgXgT1a8bl8Z4SsA8," Riverside, MO, USA ",https://www.dice.com/job-detail/ce9bad35-19d6-444f-9205-2df0c8de03c7,Full Time,,"- Create firmware test and development software using C/C++ on embedded systems utilizing ARM device architecture.- Knowledge of communication protocols such as CAN bus, SPI and I2C.- Microcontroller on-board hardware, interface and peripheral design experience.- Identify and implement design improvements to increase reliability, reduce cost and increase service life.- Support manufacturing and supply chaining to insure products are being manufactured and tested to meet expectation for quality and reliability.- Conduct and/or participate in Project Design Teams for designing, developing, modifying and evaluating parts, components or integrated circuitry for board or system level hardware and firmware implementation.- Lead and manage improvement projects- Support hardware, software and application software teams- Assist in data collection and analysis used for software control systems- Assist in software performance, debugging and reliability testing- Create and maintain requirements and design document (internal)
- Firmware- C/C++- Rtos- Linux- PCB Design/Layout- Microprocessor- JIRA- GIT- Microcontroller- SPI, I2C, RS232, RS485, C#
- Ability to read circuit schematics and component data sheets as applicable to embedded systems designs for new product development and existing product maintenance.- Knowledge of the C/C++ programming language, software integrated development environments (IDEs) and run-time debugging as applied to 8-, 16- and 32-bit microcontrollers.- Proven experience performing troubleshooting during integration of software and hardware in the Design State of Design for Six Sigma.- Experience with designs with emphasis on intrinsic safety for potentially hazardous environments.
- Hiring diverse talent- Maintaining an inclusive environment through persistent self-reflection- Building a culture of care, engagement, and recognition with clear outcomes- Ensuring growth opportunities for our people
","Information management,Microcontrollers,Computer hardware,PCB design,Layout,Recruiting,Leadership,System integration,Electrical engineering,Design,Manufacturing,Control system,JIRA,Schematics,Six Sigma,Data collection,Sales,C++,Network,Linux,Debugging,Science,Writing,IM,Marketing operations,Firmware,Design documentation,Software packaging,Innovation,Microprocessor,Product development,Software development,RTOS,RS-232,Electronic engineering,Computer engineering,ARM,Testing,SPI,Specification,Data,C,C#,I2C,Management,Communication,Embedded systems,Reporting,Brand,Git",Posted 3 hours ago,Updated Never,2023-12-18 23:50:08
 Software Embedded Software Engineer , Actalent Engineering ,https://www.dice.com/company/91126956?companyname=ActalentEngineering,https://cdn.filestackcontent.com/QFaWgXgT1a8bl8Z4SsA8," Raleigh, NC, USA ",https://www.dice.com/job-detail/a94051ee-21b3-4595-ae74-1e15371ba583,Full Time,,"- Hiring diverse talent- Maintaining an inclusive environment through persistent self-reflection- Building a culture of care, engagement, and recognition with clear outcomes- Ensuring growth opportunities for our people
","Microcontrollers,Recruiting,continuous integration and development,OSI,Embedded software,C++,Network,Test cases,Linux,Continuous integration,Science,ISO 13485,Pivotal,ISO 9000,A+,Innovation,Software development,Atlassian,Embedded Linux,Software configuration,RTOS,Software testing,Medical devices,Agile,Operating systems,Embedded systems,Verification and validation,Quality assurance,QMS,Software Quality Assurance,Brand,Real-time,Embedded C",Posted 3 hours ago,Updated Never,2023-12-18 23:50:08
 Sr. Full Stack/ Software Engineer ," Judge Group, Inc. ","https://www.dice.com/company/cxjudgpa?companyname=JudgeGroup,Inc.",https://cdn.filestackcontent.com/3YRSCEpvQEyRgBJw9PTX," Reston, VA, USA ",https://www.dice.com/job-detail/489c56cd-ad10-4258-bd05-47b50a1ee0fa,Full Time,"USD 190,000.00 - 200,000.00 per year","- Familiarity with web development frameworks and libraries (e.g., React, Angular, Express.js, Django, Ruby on Rails).- Experience with Infrastructure as Code (IaC), to set up and configure cloud services, ensuring the scalability and reliability of web applications.- Experience with version control systems (e.g., Git) and deployment tools.- Extensive experience building high-performance web services and APIs, especially when working on microservices within cloud-native architecture.- Solid understanding of software architecture, design patterns, and best coding practices.- Excellent problem-solving and debugging skills.- Strong communication and teamwork skills. Be able to adapt and learn quickly in a dynamic work environment.- Strong passion for software development and staying updated with the latest industry trends. Knowledge of configuration management and automation tools to help with server provisioning, configuration, and maintenance.- Nice to have: Hands on experience in developing web, mobile, IoT, machine learning, and big data solutions. Effective communicator and leader with proven ability to manage and mentor development teams.
","AngularJS,Big data,Web services,Express.js,Automation,USD,Configuration Management,Teamwork,Pivotal,Software development,IoT,Cloud computing,SOLID,Django,Git,Design patterns,Provisioning,UI,Management,Software deployment,Machine Learning (ML),Web development,Scalability,Software architecture,React.js,Ruby on Rails,Mentorship,Security clearance,Web applications,Version control,Communication,Problem solving,Debugging,Microservices",Posted 3 hours ago,Updated Never,2023-12-18 23:50:08
 Software Engineer Senior , FIS ,https://www.dice.com/company/RTX1d8578?companyname=FIS,https://cdn.filestackcontent.com/DKgl2bTTA3maTfcl1ugc," Jacksonville, FL, USA ",https://www.dice.com/job-detail/fd9ed1de-64dc-4295-a8fc-ca17f8c34a0a,Full Time,,,"ADA,Data warehouse,Cubes,System requirements,Big data,SAP BASIS,ELT,data lake,Recruiting,Management,Documentation,EEO,Software development,Real-time,SQL,Computer science,Presentations,Internet,Data,Snow flake schema,Extract,transform,load,Cloud computing,Design,Computer engineering,Telecommuting,Debugging,Writing,Conceptual design,Law,Policies,Specification,Testing,Software design,Amazon Web Services,Privacy,Programming languages,Sourcing,Business requirements",Posted 20 hours ago,Updated Never,2023-12-18 23:50:08
 Cybersecurity Software Engineer-- , Travelers ,https://www.dice.com/company/10121034?companyname=Travelers,https://cdn.filestackcontent.com/P0LRFUoBQ1qao0nh7laV," Hartford, CT, USA ",https://www.dice.com/job-detail/f9803d4f-1e9c-4b52-8e23-7191f6e1cba2,Full Time,"USD 115,700.00 - 190,900.00 per year","- Perform analysis, design, development, and configuration functions (includes defining technical requirements) with a high degree of accuracy and speed, operating as an individual contributor to team goals.- Perform analysis, assessment and resolution for defects and incidents of advanced complexity and escalate appropriately.- Work independently to tackle well-scoped and loosely scoped problems.- Seek opportunities to expand technical knowledge and capabilities.- Provide technical guidance and mentorship to less experienced employees.- Perform other duties as assigned.
- Four years of programming/development experience preferred.- Extensive experience developing IOS and Android mobile applications.- Strong background in API Development and Integration.- Proficiency in modern development languages.- Full stack development experience.- Delivery - Intermediate delivery skills including the ability to estimate accurate timelines for tasks and deliver work at a steady, predictable pace to achieve commitments, contribute to the software design strategy and methodologies used to best meet the system requirements, consider and build for many different use cases, avoid over engineering, and ensure automation, deliver complete solutions but release them in small batches, and identify important tradeoffs and negotiate them.- Domain Expertise - Demonstrated track record of domain expertise including understanding technical concepts necessary to do the job effectively and aware of industry trends, demonstrate willingness, cooperation, and concern for business issues and priorities, and possess in depth knowledge of immediate systems worked on and some knowledge of adjacent systems.- Problem Solving - Strong problem solver who ensures solutions are built for the long term, is able to resolve new issues, recognizes mistakes using them as learning and teaching opportunities and consistently breaks down large problems into smaller, more manageable ones.- Communication - Strong communicator who possesses the ability to articulate information clearly and concisely with the business, document work in a clear, easy to follow manner, collaborate well with team members as both a mentor and mentee, take in vague requirements and ask the right questions to ensure clarification, offer feedback appropriately and effectively, seek out and receives constructive criticism well, listen when others are speaking and make space for colleagues to share their thoughts.- Leadership - Intermediate leadership skills with the ability to help create a safe environment for others to learn and grow as engineers and a proven track record of self-motivation in identifying opportunities and tracking team efforts.
- Bachelor's degree or its equivalent in work experience.- Two years of programming/development experience.
- Health Insurance: Employees and their eligible family members - including spouses, domestic partners, and children - are eligible for coverage from the first day of employment.- Retirement: Travelers matches your 401(k) contributions dollar-for-dollar up to your first 5% of eligible pay, subject to an annual maximum. If you have student loan debt, you can enroll in the Paying it Forward Savings Program. When you make a payment toward your student loan, Travelers will make an annual contribution into your 401(k) account. You are also eligible for a Pension Plan that is 100% funded by Travelers.- Paid Time Off: Start your career at Travelers with a minimum of 20 days Paid Time Off annually, plus nine paid company Holidays.- Wellness Program: The Travelers wellness program is comprised of tools and resources that empower you to achieve your wellness goals. In addition, our Life Balance program provides access to professional counseling services, life coaching and other resources to support your daily life needs. Through Life Balance, you're eligible for five free counseling sessions with a licensed therapist.- Volunteer Encouragement: We have a deep commitment to the communities we serve and encourage our employees to get involved. Travelers has a Matching Gift and Volunteer Rewards program that enables you to give back to the charity of your choice.
","Testing,Mentorship,Technical Support,Training,SAFE,Property and casualty insurance,Computer hardware,Motivation,Articulate,Android,Debugging,Management,Systems analysis/design,Problem solving,Collaboration,System requirements,Specification,Counseling,Coaching,Software development,OER,Use cases,Strategy,Communication,Teaching,API,Software design,Cyber security,Innovation,Recruiting,iOS development,Leadership,Health insurance,Documentation,Mobile applications,Automation",Posted 3 hours ago,Updated Never,2023-12-18 23:50:08
 Software Engineer Senior , FIS ,https://www.dice.com/company/RTX1d8578?companyname=FIS,https://cdn.filestackcontent.com/DKgl2bTTA3maTfcl1ugc," Denver, CO, USA ",https://www.dice.com/job-detail/b2f38d83-b81a-4bd3-846c-e597d497b5da,Full Time,"USD 108,170.00 - 181,720.00 per year","- C# ; .NET framework ; Azure cloud experience- Linux would be a plus
","Software development,Sourcing,Debugging,Innovation,Sales,Microsoft Azure,Computer engineering,Cloud computing,Computer science,EEO,End-user training,A+,Linux,Law,Specification,Systems engineering,Finance,Privacy,Recruiting,Sequence diagrams,Management,Training,C#,Banking,IMPACT,SAP BASIS,Software design,.NET,Fluency,Training and development,ADA,Operations",Posted 20 hours ago,Updated Never,2023-12-18 23:50:07
 Embedded Software Engineer , Actalent Engineering ,https://www.dice.com/company/91126956?companyname=ActalentEngineering,https://cdn.filestackcontent.com/QFaWgXgT1a8bl8Z4SsA8," Tukwila, WA, USA ",https://www.dice.com/job-detail/5eb5dd4c-61aa-4f93-a26c-972423a2e0dc,Full Time,,"- Hiring diverse talent- Maintaining an inclusive environment through persistent self-reflection- Building a culture of care, engagement, and recognition with clear outcomes- Ensuring growth opportunities for our people
","Software architecture,JIRA,Requirements management,Embedded C,Innovation,Use cases,Version control,Open source,Regulatory Compliance,C,Science,Inspection,Jama,Oscilloscope,Computer hardware,Embedded software,Vhdl,Network,Recruiting,Brand,Git,Software development,IBM Rational DOORS,Python,Management,Computer engineering,gitlab,Scheduling,Embedded Linux,System integration,Electrical engineering,Embedded systems,Linux,Design,Development testing,Avionics,Test scripts,Satellite,C++,FPGA,Operations",Posted 3 hours ago,Updated Never,2023-12-18 23:50:07
 Embedded Software Engineer , Actalent Engineering ,https://www.dice.com/company/91126956?companyname=ActalentEngineering,https://cdn.filestackcontent.com/QFaWgXgT1a8bl8Z4SsA8," Plainview, NY, USA ",https://www.dice.com/job-detail/c86dcf4c-e077-4ba6-9ea2-4c028e6dec07,Full Time,,"- Review customer specifications as well as statutory and regulatory regulations to determine the set of clear, complete, unambiguous system level product requirements which are not in conflict with each other.- Confer with engineering (including mechanical, electrical, and AEH/SW engineers), customer and regulatory personnel to resolve any requirement conflicts or ambiguities as well as address any requirements which may be unnecessary or significant impact design costs, technical performance, or schedule to achieve.- Assure that each requirement is assigned to the appropriate disciplines for implementation in the design.- Maintain the requirements as the design matures, incorporating all changes. Assure the changes are flowed to the appropriate disciplines and coordinate with program management when changes drive cost, performance, or schedule scope.- Validate the requirements are correct.- Assure each requirement is verified by test, analysis, demonstration or inspections.- Prepares technical documentation describing the system operation, creating functional block.- Diagram, detailed specifications, and system compliance.- Support design, development, and proposals.- Collaborate with other engineers to design, build, and maintain embedded systems.- Organize and/or attend meetings with team to discuss project design tasks and schedule to meet deadlines effectively.
- BS Electrical Engineering, Software Engineering, or applicable equivalent experience.- Work experience in the aerospace industry is desired.- C/C++ Programming for embedded microcontroller applications.- IAR Embedded Workbench and Keil IDE experience.- Microsoft Visual Studio.- Lab Windows CVI experience.- Prior experience with ARINC 429/MIL-STD-1553 data bus.- Has experience working with IBM Rational DOORS.- Ability to use standard test equipment (oscilloscopes, multi-meters, etc.).- Experience with Microsoft Office Suite (MS Word, MS Excel, Visio).- Familiarity with ARINC-429, MIL-STD-1553B, RS-232/422, SPI, I2C protocols.- Familiarity with ARP4754A or ARP4761.- Experience in Systems Integration, Traceability and Test.
- Hiring diverse talent- Maintaining an inclusive environment through persistent self-reflection- Building a culture of care, engagement, and recognition with clear outcomes- Ensuring growth opportunities for our people
","Microcontrollers,ARP4761,Recruiting,System integration,Electrical engineering,Design,LabWindows/CVI,Mechanical engineering,Microsoft Visio,Test equipment,Embedded software,Program management,C++,Network,Collaboration,Science,Microsoft Excel,Microsoft Visual Studio,IBM Rational DOORS,Microsoft Office,IDE,Innovation,Regulatory Compliance,Software development,ARINC 429,RS-232,SPI,ARP4754,Specification,Data,Oscilloscope,Aerospace,C,IAR,I2C,Product requirements,Technical writing,Embedded systems,Software engineering,Brand,IMPACT",Posted 3 hours ago,Updated Never,2023-12-18 23:50:06
